0.0291,0.0000,0.0000,0.9106
0.0105,0.0000,0.0000,1.6560
0.0092,0.0000,0.0000,2.3948
0.0090,0.0000,0.0000,3.1306
0.0089,0.0000,0.0000,3.8841
0.0085,0.0000,0.0000,4.5657
0.0084,0.0000,0.0000,5.3055
0.0084,0.0000,0.0000,6.1020
0.0083,0.0000,0.0000,6.8251
0.0082,0.0000,0.0000,7.5576
0.0083,0.0000,0.0000,8.3136
0.0084,0.0000,0.0000,9.0536
0.0082,0.0000,0.0000,9.7538
0.0080,0.0000,0.0000,10.4768
0.0082,0.0000,0.0000,11.1739
0.0080,0.0000,0.0000,11.9471
0.0081,0.0000,0.0000,12.8068
0.0080,0.0000,0.0000,13.5138
0.0079,0.0000,0.0000,14.2728
0.0080,0.0000,0.0000,14.9439
0.0079,0.0000,0.0000,15.7169
0.0080,0.0000,0.0000,16.4778
0.0082,0.0000,0.0000,17.1471
0.0078,0.0000,0.0000,17.9210
0.0080,0.0000,0.0000,18.6391
0.0081,0.0000,0.0000,19.4100
0.0080,0.0000,0.0000,20.1111
0.0080,0.0000,0.0000,20.8432
0.0080,0.0000,0.0000,21.5652
0.0080,0.0000,0.0000,22.3611
0.0080,0.0000,0.0000,23.1111
0.0079,0.0000,0.0000,23.7793
0.0076,0.0000,0.0000,24.5153
0.0078,0.0000,0.0000,25.2185
0.0078,0.0000,0.0000,25.9106
0.0080,0.0000,0.0000,26.6756
0.0079,0.0000,0.0000,27.3568
0.0079,0.0000,0.0000,28.1068
0.0080,0.0000,0.0000,28.8109
0.0078,0.0000,0.0000,29.5519
0.0078,0.0000,0.0000,30.2829
0.0078,0.0000,0.0000,31.0768
0.0079,0.0000,0.0000,31.9116
0.0080,0.0000,0.0000,32.6526
0.0079,0.0000,0.0000,33.3936
0.0079,0.0000,0.0000,34.0868
0.0078,0.0000,0.0000,34.9116
0.0079,0.0000,0.0000,35.6366
0.0078,0.0000,0.0000,36.3278
0.0078,0.0000,0.0000,37.1157
0.0079,0.0000,0.0000,37.8158
0.0077,0.0000,0.0000,38.5089
0.0079,0.0000,0.0000,39.2170
0.0078,0.0000,0.0000,40.0817
0.0078,0.0000,0.0000,40.8208
0.0079,0.0000,0.0000,41.5737
0.0079,0.0000,0.0000,42.3876
